url_id;title;text;certificate;year;duration;rating;votes;metascore;genres;stars;director;total_nominations;total_wins;oscar_nominations;oscar_wins;origin_country;language;budget;gross_us_canada;opening_weekend_gross_us_canada;worldwide_gross;aspectRatio;color
tt1825683;Black Panther;Black Panther;PG-13;2018;8040;7.3;736083;88;"[{""text"":""Action"",""id"":""Action"",""__typename"":""Genre""},{""text"":""Adventure"",""id"":""Adventure"",""__typename"":""Genre""},{""text"":""Sci-Fi"",""id"":""Sci-Fi"",""__typename"":""Genre""}]";"[{""node"":{""name"":{""nameText"":{""text"":""Chadwick Boseman"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Michael B. Jordan"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Lupita Nyong'o"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Danai Gurira"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""}]";"[{""name"":{""nameText"":{""text"":""Ryan Coogler"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Crew""}]";281;116;4;3;United States;Nama;200000000;700426566;202003951;1347597973;2.39 : 1;
tt1825683;Black Panther;Black Panther;PG-13;2018;8040;7.3;736083;88;"[{""text"":""Action"",""id"":""Action"",""__typename"":""Genre""},{""text"":""Adventure"",""id"":""Adventure"",""__typename"":""Genre""},{""text"":""Sci-Fi"",""id"":""Sci-Fi"",""__typename"":""Genre""}]";"[{""node"":{""name"":{""nameText"":{""text"":""Chadwick Boseman"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Michael B. Jordan"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Lupita Nyong'o"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Danai Gurira"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""}]";"[{""name"":{""nameText"":{""text"":""Ryan Coogler"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Crew""}]";281;116;4;3;United States;Xhosa;200000000;700426566;202003951;1347597973;2.39 : 1;
tt1825683;Black Panther;Black Panther;PG-13;2018;8040;7.3;736083;88;"[{""text"":""Action"",""id"":""Action"",""__typename"":""Genre""},{""text"":""Adventure"",""id"":""Adventure"",""__typename"":""Genre""},{""text"":""Sci-Fi"",""id"":""Sci-Fi"",""__typename"":""Genre""}]";"[{""node"":{""name"":{""nameText"":{""text"":""Chadwick Boseman"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Michael B. Jordan"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Lupita Nyong'o"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Danai Gurira"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""}]";"[{""name"":{""nameText"":{""text"":""Ryan Coogler"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Crew""}]";281;116;4;3;United States;Korean;200000000;700426566;202003951;1347597973;2.39 : 1;
tt4154756;Avengers: Infinity War;Avengers: Infinity War;PG-13;2018;8940;8.4;1040415;68;"[{""text"":""Action"",""id"":""Action"",""__typename"":""Genre""},{""text"":""Adventure"",""id"":""Adventure"",""__typename"":""Genre""},{""text"":""Sci-Fi"",""id"":""Sci-Fi"",""__typename"":""Genre""}]";"[{""node"":{""name"":{""nameText"":{""text"":""Robert Downey Jr."",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Chris Hemsworth"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Mark Ruffalo"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Chris Evans"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""}]";"[{""name"":{""nameText"":{""text"":""Anthony Russo"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Crew""},{""name"":{""nameText"":{""text"":""Joe Russo"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Crew""}]";79;46;1;0;United States;English;321000000;678815482;257698183;2048359754;;
tt0120338;Titanic;Titanic;PG-13;1997;11640;7.9;1148717;75;"[{""text"":""Drama"",""id"":""Drama"",""__typename"":""Genre""},{""text"":""Romance"",""id"":""Romance"",""__typename"":""Genre""}]";"[{""node"":{""name"":{""nameText"":{""text"":""Leonardo DiCaprio"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Kate Winslet"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Billy Zane"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Kathy Bates"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""}]";"[{""name"":{""nameText"":{""text"":""James Cameron"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Crew""}]";83;125;3;11;United States;English;200000000;659363944;28638131;2201647264;2.39 : 1;Color
tt0120338;Titanic;Titanic;PG-13;1997;11640;7.9;1148717;75;"[{""text"":""Drama"",""id"":""Drama"",""__typename"":""Genre""},{""text"":""Romance"",""id"":""Romance"",""__typename"":""Genre""}]";"[{""node"":{""name"":{""nameText"":{""text"":""Leonardo DiCaprio"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Kate Winslet"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Billy Zane"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Kathy Bates"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""}]";"[{""name"":{""nameText"":{""text"":""James Cameron"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Crew""}]";83;125;3;11;United States;Swedish;200000000;659363944;28638131;2201647264;2.39 : 1;Color
tt0120338;Titanic;Titanic;PG-13;1997;11640;7.9;1148717;75;"[{""text"":""Drama"",""id"":""Drama"",""__typename"":""Genre""},{""text"":""Romance"",""id"":""Romance"",""__typename"":""Genre""}]";"[{""node"":{""name"":{""nameText"":{""text"":""Leonardo DiCaprio"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Kate Winslet"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Billy Zane"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Kathy Bates"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""}]";"[{""name"":{""nameText"":{""text"":""James Cameron"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Crew""}]";83;125;3;11;United States;Italian;200000000;659363944;28638131;2201647264;2.39 : 1;Color
tt0120338;Titanic;Titanic;PG-13;1997;11640;7.9;1148717;75;"[{""text"":""Drama"",""id"":""Drama"",""__typename"":""Genre""},{""text"":""Romance"",""id"":""Romance"",""__typename"":""Genre""}]";"[{""node"":{""name"":{""nameText"":{""text"":""Leonardo DiCaprio"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Kate Winslet"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Billy Zane"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Kathy Bates"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""}]";"[{""name"":{""nameText"":{""text"":""James Cameron"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Crew""}]";83;125;3;11;United States;French;200000000;659363944;28638131;2201647264;2.39 : 1;Color
tt0369610;Jurassic World;Jurassic World;PG-13;2015;7440;6.9;635324;59;"[{""text"":""Action"",""id"":""Action"",""__typename"":""Genre""},{""text"":""Adventure"",""id"":""Adventure"",""__typename"":""Genre""},{""text"":""Sci-Fi"",""id"":""Sci-Fi"",""__typename"":""Genre""}]";"[{""node"":{""name"":{""nameText"":{""text"":""Chris Pratt"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Bryce Dallas Howard"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Irrfan Khan"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Vincent D'Onofrio"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""}]";"[{""name"":{""nameText"":{""text"":""Colin Trevorrow"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Crew""}]";58;15;;;United States;English;150000000;653406625;208806270;1671537444;2.00 : 1;Color
tt0848228;The Avengers;The Avengers;PG-13;2012;8580;8;1368880;69;"[{""text"":""Action"",""id"":""Action"",""__typename"":""Genre""},{""text"":""Adventure"",""id"":""Adventure"",""__typename"":""Genre""},{""text"":""Sci-Fi"",""id"":""Sci-Fi"",""__typename"":""Genre""}]";"[{""node"":{""name"":{""nameText"":{""text"":""Robert Downey Jr."",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Chris Evans"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Mark Ruffalo"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""},{""node"":{""name"":{""nameText"":{""text"":""Chris Hemsworth"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Cast""},""__typename"":""CreditEdge""}]";"[{""name"":{""nameText"":{""text"":""Joss Whedon"",""__typename"":""NameText""},""__typename"":""Name""},""__typename"":""Crew""}]";80;38;1;0;United States;English;220000000;623357910;207438708;1518815515;1.85 : 1;Color
