url_id;title;certificate;year;duration;rating;votes;metascore;total_nominations;total_wins;oscar_nominations;oscar_wins;budget;gross_us_canada;opening_weekend_gross_us_canada;worldwide_gross;aspect_ratio;color
tt0120768;The Negotiator;R;1998;8400;7.3;142192;62;6;2;;;50000000;44547681;10218831;44547681;2.39 : 1;Color
tt0120768;The Negotiator;R;1998;8400;7.3;142192;62;6;2;;;50000000;44547681;10218831;44547681;2.39 : 1;Color
tt2097298;McFarland, USA;PG;2015;7740;7.4;38813;60;3;4;;;17000000;44482410;11020798;45710059;2.35 : 1;Color
tt2378281;Instructions Not Included;PG-13;2013;7320;7.5;30986;55;2;5;;;5000000;44467206;7846426;100502638;1.85 : 1;Color
tt0119807;Nothing to Lose;R;1997;5880;6.7;46623;;0;1;;;25000000;44480039;11617767;44480039;1.85 : 1;
tt0062430;Valley of the Dolls;PG-13;1967;7380;6;8804;49;5;0;1;0;4690000;;;;2.40 : 1;Color
tt0078446;Up in Smoke;R;1978;5160;6.9;38551;57;0;0;;;2000000;44364244;;44364244;2.35 : 1;
tt0110213;The Jungle Book;PG;1994;6660;6;17830;63;2;0;;;27000000;43229904;5129959;43229904;2.39 : 1;Color
tt0383010;The Three Stooges;PG;2012;5520;5.1;31713;56;4;0;;;30000000;44338224;17010125;54819301;1.85 : 1;Color
tt2932536;47 Meters Down;PG-13;2017;5340;5.6;54861;52;2;0;;;5300000;44307191;11205561;62198461;2.35 : 1;Color
tt1093908;Confessions of a Shopaholic;PG;2009;6240;5.8;78401;38;3;1;;;;44277350;15066360;108394089;2.39 : 1;Color
tt0118607;Amistad;R;1997;9300;7.3;76728;63;43;11;4;0;36000000;44229441;4573523;44229441;1.85 : 1;
tt0100994;Young Guns II;PG-13;1990;6240;6.5;36124;47;4;3;1;0;20000000;44143410;8017438;44143410;2.39 : 1;Color
tt2170593;St. Vincent;PG-13;2014;6120;7.2;103216;64;23;7;;;13000000;44137712;109878;54837234;1.85 : 1;Color
tt1018785;The Sisterhood of the Traveling Pants 2;PG-13;2008;7140;6.2;29307;63;1;0;;;27000000;44089964;10678430;44352417;1.85 : 1;Color
tt7784604;Hereditary;R;2018;7620;7.3;300454;87;112;47;;;10000000;44069456;13575172;80239658;2.00 : 1;Color
tt0105104;Passenger 57;R;1992;5040;5.9;48081;50;0;0;;;15000000;44065653;10513925;44065653;2.39 : 1;Color
tt0106400;The Beverly Hillbillies;PG;1993;5520;5;18684;37;1;1;;;25000000;44029386;9525375;57405220;;Color
tt0081505;The Shining;R;1980;8760;8.4;997592;66;8;4;;;19000000;45634352;622337;47299460;;Color
tt0081505;The Shining;R;1980;8760;8.4;997592;66;8;4;;;19000000;45634352;622337;47299460;;Color
tt0081480;Seems Like Old Times;PG;1980;6120;6.7;9938;58;1;0;;;;43995918;;43995918;1.85 : 1;Color
tt0093389;The Last Emperor;PG-13;1987;9780;7.7;102649;76;22;60;0;9;23000000;43984230;149460;43993869;2.39 : 1;Color
tt0093389;The Last Emperor;PG-13;1987;9780;7.7;102649;76;22;60;0;9;23000000;43984230;149460;43993869;2.39 : 1;Color
tt0093389;The Last Emperor;PG-13;1987;9780;7.7;102649;76;22;60;0;9;23000000;43984230;149460;43993869;2.39 : 1;Color
tt0093389;The Last Emperor;PG-13;1987;9780;7.7;102649;76;22;60;0;9;23000000;43984230;149460;43993869;2.39 : 1;Color
tt0093389;The Last Emperor;PG-13;1987;9780;7.7;102649;76;22;60;0;9;23000000;43984230;149460;43993869;2.39 : 1;Color
tt0811080;Speed Racer;PG;2008;8100;6;73720;37;12;1;;;120000000;43945766;18561337;93945766;2.35 : 1;Color
tt0811080;Speed Racer;PG;2008;8100;6;73720;37;12;1;;;120000000;43945766;18561337;93945766;2.39 : 1;Color
tt0811080;Speed Racer;PG;2008;8100;6;73720;37;12;1;;;120000000;43945766;18561337;93945766;2.35 : 1;Color
tt0811080;Speed Racer;PG;2008;8100;6;73720;37;12;1;;;120000000;43945766;18561337;93945766;2.39 : 1;Color
tt0811080;Speed Racer;PG;2008;8100;6;73720;37;12;1;;;120000000;43945766;18561337;93945766;2.35 : 1;Color
tt0811080;Speed Racer;PG;2008;8100;6;73720;37;12;1;;;120000000;43945766;18561337;93945766;2.39 : 1;Color
tt0811080;Speed Racer;PG;2008;8100;6;73720;37;12;1;;;120000000;43945766;18561337;93945766;2.35 : 1;Color
tt0811080;Speed Racer;PG;2008;8100;6;73720;37;12;1;;;120000000;43945766;18561337;93945766;2.39 : 1;Color
tt0267804;The One;PG-13;2001;5220;5.9;92138;25;4;0;;;49000000;43905746;19112404;78832634;2.39 : 1;Color
tt0417001;Must Love Dogs;PG-13;2005;5880;5.9;32017;46;1;0;;;30000000;43894863;12855321;58231520;2.35 : 1;Color
tt0079489;Love at First Bite;PG;1979;5760;6.1;5850;62;4;3;;;;43885000;;43885000;1.85 : 1;Color
tt0101775;Drop Dead Fred;PG-13;1991;6180;5.9;29309;25;0;0;;;6788000;13878334;3625648;13878411;1.85 : 1;Color
tt0101775;Drop Dead Fred;PG-13;1991;6180;5.9;29309;25;0;0;;;6788000;13878334;3625648;13878411;1.85 : 1;Color
tt0926129;Prom Night;PG-13;2008;5280;3.9;36008;17;4;1;;;20000000;43869350;20804941;57197876;2.35 : 1;
tt0926129;Prom Night;PG-13;2008;5280;3.9;36008;17;4;1;;;20000000;43869350;20804941;57197876;2.35 : 1;
tt0096794;Always;PG;1989;7320;6.4;30373;50;3;0;;;31000000;43858790;3713480;74134790;1.85 : 1;Color
tt1596346;Soul Surfer;PG;2011;6720;7;49629;53;12;2;;;18000000;43853424;10601862;47120948;2.39 : 1;Color
tt0094291;Wall Street;R;1987;7560;7.3;154727;56;5;10;0;1;15000000;43848069;4104611;43848069;1.85 : 1;Color
tt0066995;Diamonds Are Forever;GP;1971;7200;6.5;106027;59;4;2;1;0;7200000;43819547;;43829933;2.39 : 1;Color
tt0380510;The Lovely Bones;PG-13;2009;8100;6.6;168953;42;46;10;1;0;65000000;44114232;116616;93621340;2.39 : 1;Color
tt0380510;The Lovely Bones;PG-13;2009;8100;6.6;168953;42;46;10;1;0;65000000;44114232;116616;93621340;2.39 : 1;Color
tt0380510;The Lovely Bones;PG-13;2009;8100;6.6;168953;42;46;10;1;0;65000000;44114232;116616;93621340;2.39 : 1;Color
tt0762114;License to Wed;PG-13;2007;5460;5.2;39445;25;1;0;;;35000000;43799818;10422258;70181325;2.35 : 1;
tt0762114;License to Wed;PG-13;2007;5460;5.2;39445;25;1;0;;;35000000;43799818;10422258;70181325;2.35 : 1;
tt4178092;The Gift;R;2015;6480;7;155757;77;12;2;;;5000000;43787265;11854273;58980521;2.39 : 1;Color
tt4178092;The Gift;R;2015;6480;7;155757;77;12;2;;;5000000;43787265;11854273;58980521;2.39 : 1;Color
tt4178092;The Gift;R;2015;6480;7;155757;77;12;2;;;5000000;43787265;11854273;58980521;2.39 : 1;Color
tt0210234;Pokémon the Movie 2000;G;1999;5940;6;22288;28;2;0;;;30000000;43758684;19575608;133949270;;Color
tt0210234;Pokémon the Movie 2000;G;1999;5940;6;22288;28;2;0;;;30000000;43758684;19575608;133949270;;Color
tt0467110;Underdog;PG;2007;5040;4.7;21676;37;3;0;;;;43760605;11585121;65270477;2.35 : 1;Color
tt0314353;Tears of the Sun;R;2003;7260;6.6;122064;48;2;0;;;75000000;43734876;17057213;86468162;2.39 : 1;Color
tt0055614;West Side Story;Approved;1961;9180;7.6;113484;86;10;28;1;10;6000000;44055492;207145;44132334;2.20 : 1;Color
tt0109439;City Slickers II: The Legend of Curly's Gold;PG-13;1994;6960;5.5;19712;43;2;0;;;40000000;43622150;11516375;43622150;1.85 : 1;Color
tt0328589;Under the Tuscan Sun;PG-13;2003;6780;6.7;52846;52;5;0;;;18000000;43610723;9751425;58878723;1.85 : 1;Color
tt0328589;Under the Tuscan Sun;PG-13;2003;6780;6.7;52846;52;5;0;;;18000000;43610723;9751425;58878723;1.85 : 1;Color
tt1287468;Cats & Dogs: The Revenge of Kitty Galore;PG;2010;4920;4.3;15253;30;3;1;;;85000000;43585753;12279363;112483764;1.85 : 1;Color
tt1287468;Cats & Dogs: The Revenge of Kitty Galore;PG;2010;4920;4.3;15253;30;3;1;;;85000000;43585753;12279363;112483764;1.85 : 1;Color
tt0091777;Police Academy 3: Back in Training;PG;1986;4980;5.3;45503;33;0;1;;;7500000;43579163;9049586;43579163;1.85 : 1;
tt0091777;Police Academy 3: Back in Training;PG;1986;4980;5.3;45503;33;0;1;;;7500000;43579163;9049586;43579163;1.85 : 1;
tt2369135;Need for Speed;PG-13;2014;7920;6.4;170407;39;5;1;;;66000000;43577636;17844939;203277636;2.35 : 1;Color
tt2369135;Need for Speed;PG-13;2014;7920;6.4;170407;39;5;1;;;66000000;43577636;17844939;203277636;2.35 : 1;Color
tt6063050;Acrimony;R;2018;7200;5.8;8859;32;1;1;;;20000000;43549096;17170707;46403669;2.35 : 1;Color
tt0758794;We Are Marshall;PG;2006;7860;7;61535;53;1;0;;;65000000;43545364;6114264;43545364;2.35 : 1;
tt0120169;Soul Food;R;1997;6900;7;8197;68;11;6;;;7500000;43700855;11197897;43700855;1.85 : 1;Color
tt2719848;Everest;PG-13;2015;7260;7.1;216344;64;9;1;;;55000000;43482270;7222035;203427584;2.39 : 1;Color
tt2719848;Everest;PG-13;2015;7260;7.1;216344;64;9;1;;;55000000;43482270;7222035;203427584;2.39 : 1;Color
tt2719848;Everest;PG-13;2015;7260;7.1;216344;64;9;1;;;55000000;43482270;7222035;203427584;2.39 : 1;Color
tt0105265;A River Runs Through It;PG;1992;7380;7.2;60069;68;11;4;2;1;12000000;43440294;298277;43440294;1.85 : 1;Color
tt1045778;Year One;PG-13;2009;5820;4.9;97982;34;1;0;;;60000000;43337279;19610304;62357900;1.85 : 1;Color
tt1226273;Edge of Darkness;R;2010;7020;6.6;94545;55;1;0;;;80000000;43313890;17214384;81126522;2.35 : 1;Color
tt1226273;Edge of Darkness;R;2010;7020;6.6;94545;55;1;0;;;80000000;43313890;17214384;81126522;2.35 : 1;Color
tt0253754;Star Trek: Nemesis;PG-13;2002;6960;6.4;79101;51;4;1;;;60000000;43254409;18513305;67336470;2.39 : 1;Color
tt0097637;K-9;PG-13;1989;6060;6;33801;44;0;0;;;17000000;43247647;7471035;78247647;1.85 : 1;Color
tt2296777;Sherlock Gnomes;PG;2018;5160;5.2;12562;36;6;1;;;59000000;43242871;10604774;90497778;2.35 : 1;Color
tt2296777;Sherlock Gnomes;PG;2018;5160;5.2;12562;36;6;1;;;59000000;43242871;10604774;90497778;2.35 : 1;Color
tt0102685;Point Break;R;1991;7320;7.2;180050;58;2;1;;;24000000;43218387;8514616;83531958;2.35 : 1;
tt0102685;Point Break;R;1991;7320;7.2;180050;58;2;1;;;24000000;43218387;8514616;83531958;2.35 : 1;
tt0094746;Biloxi Blues;PG-13;1988;6360;6.6;15663;61;0;0;;;20000000;43184798;7093325;51684798;2.35 : 1;Color
tt0114388;Sense and Sensibility;PG;1995;8160;7.7;115196;84;49;33;6;1;16000000;43182776;721341;134582776;1.85 : 1;Color
tt0114388;Sense and Sensibility;PG;1995;8160;7.7;115196;84;49;33;6;1;16000000;43182776;721341;134582776;1.85 : 1;Color
tt2557490;A Million Ways to Die in the West;R;2014;6960;6.1;188508;44;6;0;;;40000000;43139300;16797385;87189756;2.39 : 1;Color
tt0481141;No Reservations;PG;2007;6240;6.3;75040;50;1;0;;;28000000;43107979;11704357;92601050;2.35 : 1;Color
tt0388482;Transporter 2;R;2005;5220;6.3;202466;56;0;0;;;32000000;43095856;16540720;89083229;2.39 : 1;Color
tt0388482;Transporter 2;R;2005;5220;6.3;202466;56;0;0;;;32000000;43095856;16540720;89083229;2.39 : 1;Color
tt0388482;Transporter 2;R;2005;5220;6.3;202466;56;0;0;;;32000000;43095856;16540720;89083229;2.39 : 1;Color
tt0062512;You Only Live Twice;PG;1967;7020;6.8;109013;61;3;2;1;0;9500000;43084787;;43095926;2.39 : 1;
tt0253556;Reign of Fire;PG-13;2002;6060;6.2;135882;39;3;1;;;60000000;43061982;15632281;82150183;2.35 : 1;Color
tt0079540;Meatballs;PG;1979;5640;6.2;22038;60;9;0;;;1600000;43046003;77170;43046003;1.85 : 1;
tt2911666;John Wick;R;2014;6060;7.4;614780;68;10;5;;;20000000;43037835;14415922;86081711;2.39 : 1;Color
tt2911666;John Wick;R;2014;6060;7.4;614780;68;10;5;;;20000000;43037835;14415922;86081711;2.39 : 1;Color
tt2911666;John Wick;R;2014;6060;7.4;614780;68;10;5;;;20000000;43037835;14415922;86081711;2.39 : 1;Color
tt3530002;The Night Before;R;2015;6060;6.3;74282;58;2;0;;;25000000;43047372;9880536;52395996;2.39 : 1;Color
tt2005151;War Dogs;R;2016;6840;7.1;213439;57;3;0;;;40000000;43034523;14685305;86234523;2.39 : 1;Color
tt2005151;War Dogs;R;2016;6840;7.1;213439;57;3;0;;;40000000;43034523;14685305;86234523;2.39 : 1;Color
tt0120885;Wag the Dog;R;1997;5820;7.1;83987;73;23;2;2;0;15000000;43061945;92079;64256513;1.85 : 1;Color
tt0102768;Regarding Henry;PG-13;1991;6480;6.7;32431;47;2;1;;;25000000;43001500;6146782;43001500;1.85 : 1;Color
tt0398375;Rumor Has It...;PG-13;2005;5820;5.5;58382;35;0;0;;;55000000;43000262;3473155;88933562;1.85 : 1;Color
tt0398375;Rumor Has It...;PG-13;2005;5820;5.5;58382;35;0;0;;;55000000;43000262;3473155;88933562;1.85 : 1;Color
tt0398375;Rumor Has It...;PG-13;2005;5820;5.5;58382;35;0;0;;;55000000;43000262;3473155;88933562;1.85 : 1;Color
tt0079116;Escape from Alcatraz;PG;1979;6720;7.6;132622;76;0;0;;;8000000;43000000;5306354;43005351;1.85 : 1;Color
tt0882977;Snitch;PG-13;2013;6720;6.4;88261;51;1;0;;;15000000;42930462;13167607;57824674;2.35 : 1;Color
tt0882977;Snitch;PG-13;2013;6720;6.4;88261;51;1;0;;;15000000;42930462;13167607;57824674;2.35 : 1;Color
tt0882977;Snitch;PG-13;2013;6720;6.4;88261;51;1;0;;;15000000;42930462;13167607;57824674;2.35 : 1;Color
tt5462602;The Big Sick;R;2017;7200;7.5;134343;86;100;18;1;0;5000000;42873127;421577;56411585;1.85 : 1;Color
tt0118972;The Devil's Own;R;1997;6660;6.2;65539;53;1;0;;;90000000;42868348;14274503;140807547;2.39 : 1;Color
tt0079510;The Main Event;PG;1979;6720;5.5;2941;;5;4;;;;42800000;;42800000;1.85 : 1;
tt1320261;Gulliver's Travels;PG;2010;5100;4.9;69588;33;3;0;;;112000000;42779261;6307691;237382724;2.35 : 1;Color
tt1320261;Gulliver's Travels;PG;2010;5100;4.9;69588;33;3;0;;;112000000;42779261;6307691;237382724;2.39 : 1;Color
tt0068327;Cabaret;PG;1972;7440;7.8;54887;80;18;39;2;8;4600000;;;23745;1.85 : 1;
tt0462499;Rambo;R;2008;5520;7;230511;46;1;1;;;50000000;42754105;18203876;113244290;2.35 : 1;Color
tt0462499;Rambo;R;2008;5520;7;230511;46;1;1;;;50000000;42754105;18203876;113244290;2.35 : 1;Color
tt1321509;Death at a Funeral;R;2010;5520;5.7;49993;51;6;0;;;21000000;42739347;16217540;49050886;2.35 : 1;Color
tt0091187;Heartbreak Ridge;R;1986;7800;6.8;43843;53;1;3;1;0;15000000;42724017;8100840;42724017;1.85 : 1;Color
tt0091187;Heartbreak Ridge;R;1986;7800;6.8;43843;53;1;3;1;0;15000000;42724017;8100840;42724017;1.85 : 1;Black and White
tt0093493;Mannequin;PG;1987;5400;5.9;32005;21;4;5;1;0;6000000;42721196;6001208;42721196;1.85 : 1;Color
tt0490084;Because I Said So;PG-13;2007;6120;5.5;38734;26;1;0;;;;42674040;13122865;69485490;1.85 : 1;Color
tt0306841;The Lizzie McGuire Movie;PG;2003;5640;5.5;39623;56;3;2;;;17000000;42734455;17338755;55534455;2.39 : 1;Color
tt1139668;The Unborn;PG-13;2009;5280;4.7;51409;30;1;0;;;16000000;42670410;19810585;76514050;2.35 : 1;Color
tt0108308;Teenage Mutant Ninja Turtles III;PG;1993;5760;4.7;33492;40;1;0;;;21000000;42273609;12419597;42273609;1.85 : 1;
tt0108308;Teenage Mutant Ninja Turtles III;PG;1993;5760;4.7;33492;40;1;0;;;21000000;42273609;12419597;42273609;1.85 : 1;
tt3369806;Max;PG;2015;6660;6.6;26969;47;1;0;;;20000000;42656255;12155254;43967255;2.35 : 1;Color
tt0385726;Glory Road;PG;2006;7080;7.2;46165;58;5;0;;;;42647449;13594734;42938449;2.39 : 1;Color
tt0109254;Beverly Hills Cop III;R;1994;6240;5.5;81635;16;3;0;;;50000000;42614912;12426169;119208989;1.85 : 1;Color
tt3850590;Krampus;PG-13;2015;5880;6.2;72598;49;14;4;;;15000000;42725475;16293325;61548707;2.35 : 1;Color
tt3850590;Krampus;PG-13;2015;5880;6.2;72598;49;14;4;;;15000000;42725475;16293325;61548707;2.39 : 1;Color
tt1622979;Final Destination 5;R;2011;5520;5.9;115665;50;6;2;;;40000000;42587643;18031396;157887643;2.39 : 1;Color
tt1622979;Final Destination 5;R;2011;5520;5.9;115665;50;6;2;;;40000000;42587643;18031396;157887643;2.39 : 1;Color
tt1655441;The Age of Adaline;PG-13;2015;6720;7.2;175563;51;10;1;;;25000000;42629776;13203458;65663276;2.35 : 1;Color
tt1655441;The Age of Adaline;PG-13;2015;6720;7.2;175563;51;10;1;;;25000000;42629776;13203458;65663276;2.35 : 1;Color
tt7334528;Uncle Drew;PG-13;2018;6180;5.7;14425;57;1;3;;;19000000;42469946;15242781;46664414;1.85 : 1;Color
tt0112641;Casino;R;1995;10680;8.2;511551;73;11;4;1;0;52000000;42512375;9946480;116112375;2.39 : 1;Color
tt0112641;Casino;R;1995;10680;8.2;511551;73;11;4;1;0;52000000;42512375;9946480;116112375;2.39 : 1;Color
tt0494652;Welcome Home, Roscoe Jenkins;PG-13;2008;6840;5.5;14746;46;0;0;;;35000000;42436517;16207730;43655418;1.85 : 1;Color
tt0062376;To Sir, with Love;Approved;1967;6300;7.6;18295;55;2;1;;;640000;;;;1.85 : 1;
tt4218572;Widows;R;2018;7740;6.8;97106;84;106;18;1;0;42000000;42402632;12361307;75984700;2.39 : 1;Color
tt4218572;Widows;R;2018;7740;6.8;97106;84;106;18;1;0;42000000;42402632;12361307;75984700;2.39 : 1;Color
tt1193631;Step Up 3D;PG-13;2010;6420;6.1;58151;45;2;0;;;30000000;42400223;15812311;159291809;1.85 : 1;Color
tt0081633;Time Bandits;PG;1981;6600;6.9;63562;79;8;1;;;5000000;42365581;6507356;42368025;1.85 : 1;Color
tt0074174;The Bad News Bears;PG;1976;6120;7.3;22786;84;1;1;1;0;;32211330;;32211330;1.85 : 1;Color
tt1855325;Resident Evil: Retribution;R;2012;5700;5.3;142183;39;6;2;;;65000000;42345531;21052227;240159255;2.39 : 1;Color
tt1855325;Resident Evil: Retribution;R;2012;5700;5.3;142183;39;6;2;;;65000000;42345531;21052227;240159255;2.39 : 1;Color
tt1855325;Resident Evil: Retribution;R;2012;5700;5.3;142183;39;6;2;;;65000000;42345531;21052227;240159255;2.39 : 1;Color
tt2562232;Birdman or (The Unexpected Virtue of Ignorance);R;2014;7140;7.7;622555;87;292;193;5;4;18000000;42340598;424397;103215094;1.85 : 1;Color
tt0085255;Blue Thunder;R;1983;6540;6.4;21354;66;3;1;1;0;22000000;42313354;8258149;42313354;2.39 : 1;Color
tt0062765;Bullitt;M/PG;1968;6840;7.4;68636;81;9;7;1;1;5500000;511350;408627;511422;1.85 : 1;
tt0452637;Lady in the Water;PG-13;2006;6600;5.5;99675;36;11;10;;;70000000;42285169;18044396;72785169;1.85 : 1;Color
tt0293429;Mortal Kombat;R;2021;6600;6.1;168970;44;7;4;;;55000000;42326031;23302503;84416731;2.39 : 1;Color
tt0090319;White Nights;PG-13;1985;8160;6.6;7462;46;2;3;1;1;20000000;42160849;477539;42160849;1.85 : 1;Color
tt1127180;Drag Me to Hell;PG-13;2009;5940;6.6;201984;83;24;7;;;30000000;42100625;15825480;90842646;2.39 : 1;Color
tt0762125;Planet 51;PG;2009;5460;6;55188;39;3;3;;;70000000;42194060;12286129;105647102;2.35 : 1;Color
tt0762125;Planet 51;PG;2009;5460;6;55188;39;3;3;;;70000000;42194060;12286129;105647102;2.39 : 1;Color
tt0762125;Planet 51;PG;2009;5460;6;55188;39;3;3;;;70000000;42194060;12286129;105647102;2.35 : 1;Color
tt0762125;Planet 51;PG;2009;5460;6;55188;39;3;3;;;70000000;42194060;12286129;105647102;2.39 : 1;Color
tt0762125;Planet 51;PG;2009;5460;6;55188;39;3;3;;;70000000;42194060;12286129;105647102;2.35 : 1;Color
tt0762125;Planet 51;PG;2009;5460;6;55188;39;3;3;;;70000000;42194060;12286129;105647102;2.39 : 1;Color
tt1259521;The Cabin in the Woods;R;2011;5700;7;411676;72;34;20;;;30000000;42073277;14743614;70055998;2.40 : 1;Color
tt0332047;Fever Pitch;PG-13;2005;6240;6.2;45395;56;9;0;;;30000000;42071069;12400125;50605163;2.35 : 1;Color
tt0332047;Fever Pitch;PG-13;2005;6240;6.2;45395;56;9;0;;;30000000;42071069;12400125;50605163;2.35 : 1;Color
tt0371246;Spanglish;PG-13;2004;7860;6.4;83985;48;15;5;;;80000000;42726869;8817853;55470154;1.85 : 1;Color
tt0095031;Dirty Rotten Scoundrels;PG;1988;6600;7.4;71562;68;1;1;;;;42039085;3840498;42039085;1.85 : 1;Color
tt1411250;Riddick;R;2013;7140;6.4;165533;49;2;0;;;38000000;42025135;19030375;98337295;2.39 : 1;Color
tt1411250;Riddick;R;2013;7140;6.4;165533;49;2;0;;;38000000;42025135;19030375;98337295;2.39 : 1;Color
tt2978462;Dolphin Tale 2;PG;2014;6420;6.3;9202;58;3;0;;;36000000;42024533;15873397;57824533;1.85 : 1;Color
tt0048960;Around the World in 80 Days;G;1956;10500;6.7;27489;69;5;13;3;5;6000000;42000000;;42000000;2.20 : 1;
tt1047494;Meet the Browns;PG-13;2008;6000;4.4;6963;45;3;0;;;;41975388;20082809;41975388;1.85 : 1;Color
tt7616798;A Dog's Way Home;PG;2019;5760;6.7;18074;50;0;2;;;18000000;42004346;11251263;80708134;2.35 : 1;Color
tt7616798;A Dog's Way Home;PG;2019;5760;6.7;18074;50;0;2;;;18000000;42004346;11251263;80708134;2.35 : 1;Color
tt0119008;Donnie Brasco;R;1997;7620;7.7;304898;76;16;2;1;0;35000000;41909762;11660216;124909762;2.35 : 1;Color
tt0101889;The Fisher King;R;1991;8220;7.5;85243;61;39;14;4;1;24000000;41895491;311662;41895491;1.85 : 1;Color
tt0245674;Thir13en Ghosts;R;2001;5460;5.6;87161;30;4;1;;;42000000;41867960;15165355;68467960;;
tt0245674;Thir13en Ghosts;R;2001;5460;5.6;87161;30;4;1;;;42000000;41867960;15165355;68467960;;
tt0334226;Remake;Approved;2003;6480;7.6;1011;;4;5;;;20000000;;;;1.85 : 1;Color
tt0334226;Remake;Approved;2003;6480;7.6;1011;;4;5;;;20000000;;;;1.85 : 1;Color
tt0334226;Remake;Approved;2003;6480;7.6;1011;;4;5;;;20000000;;;;1.85 : 1;Color
tt0956038;Nights in Rodanthe;PG-13;2008;5820;6;25110;39;1;0;;;30000000;41850659;13418454;84375346;2.35 : 1;Color
tt0956038;Nights in Rodanthe;PG-13;2008;5820;6;25110;39;1;0;;;30000000;41850659;13418454;84375346;2.35 : 1;Color
tt0072081;The Return of the Pink Panther;G;1975;6780;7;27367;61;5;2;;;5000000;41833347;;41833347;2.35 : 1;Color
tt0072081;The Return of the Pink Panther;G;1975;6780;7;27367;61;5;2;;;5000000;41833347;;41833347;2.35 : 1;Color
tt0107131;Homeward Bound: The Incredible Journey;G;1993;5040;6.9;46620;;1;0;;;;41833324;60672;41833324;1.85 : 1;Color
tt0204313;Exorcist: The Beginning;R;2004;6840;5.1;36902;30;6;0;;;80000000;41821986;18054001;78110021;;Color
tt0758730;Aliens vs. Predator: Requiem;R;2007;5640;4.6;123560;29;5;0;;;40000000;41797066;10059425;130290885;2.35 : 1;Color
tt0758730;Aliens vs. Predator: Requiem;R;2007;5640;4.6;123560;29;5;0;;;40000000;41797066;10059425;130290885;2.39 : 1;Color
tt0454841;The Hills Have Eyes;R;2006;6420;6.4;170354;52;13;2;;;15000000;41778863;15708512;70009308;2.35 : 1;Color
tt0454841;The Hills Have Eyes;R;2006;6420;6.4;170354;52;13;2;;;15000000;41778863;15708512;70009308;2.35 : 1;Color
tt0064276;Easy Rider;R;1969;5700;7.3;109495;85;14;8;2;0;360000;123276;74448;123276;1.85 : 1;Color
tt0064276;Easy Rider;R;1969;5700;7.3;109495;85;14;8;2;0;360000;123276;74448;123276;1.85 : 1;Black and White
tt4649416;Almost Christmas;PG-13;2016;6660;6.1;6822;55;3;0;;;17000000;42158780;15134235;42580920;2.35 : 1;Color
tt4649416;Almost Christmas;PG-13;2016;6660;6.1;6822;55;3;0;;;17000000;42158780;15134235;42580920;2.35 : 1;Color
tt0076489;Oh, God!;PG;1977;5880;6.6;9742;56;3;3;1;0;;41687243;2040920;41687243;1.85 : 1;
tt0274558;The Hours;PG-13;2002;6600;7.5;131459;80;126;43;8;1;25000000;41675994;338622;108846072;1.85 : 1;Color
tt0274558;The Hours;PG-13;2002;6600;7.5;131459;80;126;43;8;1;25000000;41675994;338622;108846072;1.85 : 1;Color
tt0274558;The Hours;PG-13;2002;6600;7.5;131459;80;126;43;8;1;25000000;41675994;338622;108846072;1.85 : 1;Color
tt0274558;The Hours;PG-13;2002;6600;7.5;131459;80;126;43;8;1;25000000;41675994;338622;108846072;1.85 : 1;Color
tt0274558;The Hours;PG-13;2002;6600;7.5;131459;80;126;43;8;1;25000000;41675994;338622;108846072;1.85 : 1;Color
tt0080520;Cheech and Chong's Next Movie;R;1980;5940;6;14148;66;1;0;;;;41675194;5262963;41675194;1.85 : 1;
tt6095472;The Angry Birds Movie 2;PG;2019;5820;6.4;29007;60;3;1;;;65000000;41667116;10354073;147792047;1.85 : 1;Color
tt6095472;The Angry Birds Movie 2;PG;2019;5820;6.4;29007;60;3;1;;;65000000;41667116;10354073;147792047;1.85 : 1;Color
tt0079948;Starting Over;R;1979;6300;6.4;2835;64;7;0;2;0;;35649012;;35649012;1.85 : 1;Color
tt0122690;Ronin;R;1998;7320;7.2;183014;67;4;1;;;55000000;41616262;12697641;41616262;2.39 : 1;Color
tt0122690;Ronin;R;1998;7320;7.2;183014;67;4;1;;;55000000;41616262;12697641;41616262;2.39 : 1;Color
tt0122690;Ronin;R;1998;7320;7.2;183014;67;4;1;;;55000000;41616262;12697641;41616262;2.39 : 1;Color
tt1148204;Orphan;R;2009;7380;7;216602;42;7;1;;;;41596251;12871483;77912251;1.85 : 1;Color
tt1148204;Orphan;R;2009;7380;7;216602;42;7;1;;;;41596251;12871483;77912251;1.85 : 1;Color
tt1148204;Orphan;R;2009;7380;7;216602;42;7;1;;;;41596251;12871483;77912251;1.85 : 1;Color
tt1148204;Orphan;R;2009;7380;7;216602;42;7;1;;;;41596251;12871483;77912251;1.85 : 1;Color
tt0219965;Bandits;PG-13;2001;7380;6.5;68260;60;7;4;;;75000000;41575141;13050700;67631903;2.39 : 1;Color
tt0257756;High Crimes;PG-13;2002;6900;6.3;43283;48;2;0;;;42000000;41543917;14005550;63781810;2.35 : 1;Color
tt0073802;Three Days of the Condor;R;1975;7020;7.4;55639;63;4;6;1;0;20000000;27476252;;27476252;2.39 : 1;
tt0099700;Gremlins 2: The New Batch;PG-13;1990;6360;6.4;102813;69;6;0;;;50000000;41482207;9702804;41482207;1.85 : 1;Color
