duration	nudity	violence	profanity	alcohol	frightening	budget	worldwide_gross	is_Action	is_Adult	is_Adventure	is_Animation	is_Biography	is_Comedy	is_Crime	is_Drama	is_Family	is_Fantasy	is_Film-Noir	is_Horror	is_History	is_Music	is_Mystery	is_Romance	is_Sci-Fi	is_Sport	is_Thriller	is_War	is_Western	total_star_score
150	No Rate	No Rate	No Rate	No Rate	No Rate	3000000		0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
105	None	Mild	Mild	Mild	Mild	19000000	28445927	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
90	None	Mild	Mild	None	Mild	12000000	33082548	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3261
91	None	Mild	None	Mild	Mild	40000000	68743485	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1405
120	None	None	None	None	None	2000000		0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4000
142	Mild	Moderate	Severe	Mild	Moderate	25000000	28884504	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2981
97	Mild	Mild	Mild	Moderate	None	60000000	62657868	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	989
114	Moderate	Severe	Severe	Moderate	Severe	1300000	28570902	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2505
105	Mild	Severe	Severe	Mild	Moderate	60000000	58072119	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2093
95	None	Mild	None	None	Mild	6500000	28202109	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4000
127	None	Mild	None	Mild	Mild	9000000		0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4000
111	Mild	None	Mild	Mild	None	22000000	37666766	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3687
88	Mild	Mild	Mild	None	Mild	50000000	55181129	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	833
106	Mild	Moderate	Mild	Mild	Moderate	35000000	82087155	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2529
87	Mild	Mild	Mild	Mild	None	40000000	160466000	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3106
108	Mild	Mild	Mild	Mild	None	20000000	28078073	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
116	None	Mild	None	Mild	Mild			0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4000
88	Mild	Mild	Mild	None	None		28061343	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
100	Mild	Moderate	Moderate	Mild	Moderate	9000000	64600152	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4000
107	Mild	Moderate	Moderate	Mild	Mild	15000000	28084357	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2536
123	Moderate	Moderate	Severe	Mild	Mild	6000000	28000000	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4000
84	Mild	Mild	Moderate	Moderate	None	13000000	27979399	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3002
106	Mild	Mild	Mild	Moderate	No Rate	33000000	30716901	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
125	None	Mild	Mild	Moderate	Mild	15000000		0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4000
77	None	Mild	None	None	Moderate	30000000	27931461	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
97	Mild	Severe	Severe	Severe	Severe	3500000	27912072	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4000
86	Mild	Mild	Moderate	Mild	No Rate	17000000	43202283	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	4000
111	Moderate	Moderate	Severe	Moderate	Moderate	4000000	65336603	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2780
88	Severe	Severe	Severe	Severe	Severe	12000000	42931041	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3140
104	Mild	Mild	Mild	Mild	None		27820000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3072
152	None	Mild	Mild	Mild	None	72000000	37317673	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3237
129	Mild	No Rate	No Rate	No Rate	No Rate	35000000	27807627	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3002
102	Mild	Moderate	None	Mild	Moderate	25000000	83080890	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	3510
118	None	Mild	Mild	Mild	Mild	29000000	48453605	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1665
117	None	Severe	Moderate	Mild	Moderate	30000000	43312294	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2310
107	Moderate	Mild	Moderate	Moderate	Moderate	9000000	27774237	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3667
101	Mild	None	Mild	Mild	None	19000000	49843011	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1416
97	None	Severe	Moderate	Mild	Severe	10000000	53329150	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	4000
115	Moderate	Moderate	Moderate	Mild	Moderate	15000000	27734391	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2613
104	Mild	Severe	Mild	None	Severe	5000000	44459951	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3058
90	None	Severe	Severe	Mild	Severe	11000000	68234154	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	4000
121	Mild	Severe	Mild	Mild	Moderate	50000000	82169884	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3300
96	Mild	Severe	Mild	Mild	Moderate	40000000	49627779	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2727
97	Mild	Mild	Severe	Mild	Mild		27627310	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3074
117	None	Mild	Mild	Mild	Moderate	80000000	52099090	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2777
120	Moderate	Moderate	Severe	Mild	Moderate	6500000	37295445	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
109	Moderate	Moderate	Severe	Moderate	Moderate	14000000	27515786	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
117	Mild	No Rate	Moderate	No Rate	No Rate	15000000	27804899	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1707
91	Mild	Mild	Severe	Severe	Mild	3500000	28215918	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
106	No Rate	No Rate	No Rate	No Rate	No Rate	6000000	27958191	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
107	Mild	Moderate	Moderate	Mild	Mild	23000000	27441977	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4000
124	Moderate	None	Moderate	Mild	Mild	20000000	27743596	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	4000
100	Mild	Mild	Mild	Mild	Mild		37591674	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3991
104	Mild	Mild	Moderate	Mild	None	4500000	27399107	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
111	Mild	None	Mild	Mild	None	29000000	49052787	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2498
106	None	Moderate	None	Mild	Moderate	90000000	146936910	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2215
109	Mild	Mild	Moderate	Mild	Mild	8000000	28316451	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4000
97	Mild	None	Mild	Mild	None	23000000	38689940	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2146
148	Severe	Severe	Moderate	Severe	Severe	9000000	47914129	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	4000
109	Mild	Moderate	Mild	Mild	Mild	7000000	48811343	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	4000
117	Severe	Moderate	Severe	Severe	Moderate	5000000	55736588	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2817
103	None	Severe	Moderate	Mild	Severe	16200000	54418872	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2045
85	None	None	None	None	Mild	12000000	32574382	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3078
113	Mild	Mild	Severe	Moderate	Mild	30000000	47126295	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2933
92	None	Severe	Severe	Mild	Severe	16000000	55705035	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3628
164	None	None	Mild	None	Mild	16000000	27201487	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4000
132	Severe	Severe	Severe	Severe	Severe	17000000	44027682	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2838
85	Moderate	Mild	Moderate	Mild	Mild	15000000	27150534	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4000
97	Mild	Mild	Mild	Mild	Moderate	12000000	36450736	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3725
115	None	None	Mild	Mild	None		27118000	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	4000
172	Moderate	Severe	Moderate	Mild	Moderate	102000000	130516424	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	981
84	None	Mild	None	Mild	Moderate	13800000	27100027	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
90	Severe	Mild	Moderate	Moderate	None	4500000	27093116	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
91	Moderate	Mild	Moderate	Mild	Mild	17700000	30987695	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3675
104	Mild	Moderate	None	Mild	Mild	40000000	32533802	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
95	Mild	None	Moderate	Moderate	Mild	50000000	58900031	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2507
96	None	Mild	Moderate	Mild	Mild	20000000	27058304	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2919
91	Moderate	Moderate	Severe	Mild	Mild	13000000	27007143	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3152
97	Mild	Mild	Mild	Mild	None	12000000	37270721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2836
91	None	Mild	Mild	Mild	Mild	23000000	26875268	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2655
123	Moderate	Mild	Moderate	Moderate	Mild	38000000	96983009	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3020
114	Mild	None	Mild	Mild	None	16000000	50007546	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3579
137	Mild	Severe	Mild	None	Moderate	60000000	38364277	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2257
87	Mild	Severe	Mild	None	Moderate	20000000	45847751	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4000
101	None	Moderate	Moderate	None	Mild	113000000	71022693	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2027
103	None	None	Mild	None	None		31976848	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3618
102	Mild	Moderate	Moderate	Mild	Moderate	12000000	37999675	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2862
123	Mild	None	Mild	Mild	Mild	45000000	52164016	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1467
107	None	Severe	Moderate	None	Moderate	40000000	312242626	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4000
122	None	Severe	Moderate	Mild	Severe	18000000	26979166	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2044
101	Mild	None	Mild	Moderate	None	18000000	41325328	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1894
115	Moderate	Moderate	Mild	Mild	Moderate	35000000	78201830	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1740
101	Severe	Severe	Severe	Mild	Severe	20000000	26877589	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2733
102	Mild	None	Moderate	Moderate	None	2500000	35825316	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2246
118	Mild	Moderate	Mild	Mild	Mild	26000000	38609668	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2925
90	Severe	Severe	Severe	Moderate	Moderate	15000000	47737094	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4000
109	Mild	Severe	Severe	Moderate	Moderate	20000000	66476363	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1536
91	Mild	Moderate	Mild	Mild	Mild	40000000	38084162	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3186
155	Severe	Severe	Severe	Severe	Moderate	15000000	43117303	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2436
100	Mild	Mild	Severe	Mild	None	2500000	26385627	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3970
100	Mild	None	Mild	None	None	25000000	26381221	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3537
111	Mild	Mild	Mild	Mild	Mild	25000000	55494066	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1801
113	Mild	Mild	Mild	Moderate	Mild	10500000	26325256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
114	Moderate	Severe	Severe	Moderate	Severe	28000000	58834384	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2914
96	No Rate	No Rate	No Rate	No Rate	No Rate	12000000	26186631	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
147	None	Mild	None	Mild	None			0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
106	Mild	None	Moderate	Mild	None		26285544	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4000
107	None	None	Mild	Mild	None	17000000	42426912	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2394
87	Moderate	None	Mild	Mild	None	2800000	26279000	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
85	Mild	None	Mild	Mild	None	19000000	39267515	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3447
108	Mild	Moderate	Moderate	Mild	Mild	13500000	26255594	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3965
119	None	None	None	None	None	5000000	38026103	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	4000
109	Severe	Severe	Moderate	Moderate	Moderate	6000000	44734660	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3048
118	Moderate	None	Mild	Mild	None	15100000	26080861	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
110	Mild	Moderate	Moderate	Mild	Moderate	50000000	31794718	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3721
109	Moderate	Severe	Severe	Severe	Severe	36000000	44350926	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3018
103	None	Mild	None	None	Mild	15000000	27293743	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3845
93	Mild	Mild	Mild	Mild	None	8000000	26154211	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	4000
113	Moderate	Severe	Moderate	Mild	Severe	25000000	26118851	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	3958
110	Mild	Moderate	Mild	Mild	Severe		39024251	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	4000
119	Moderate	Mild	Moderate	Moderate	Mild		26079312	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3667
94	Moderate	Mild	Severe	Moderate	None	8000000	45640143	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3823
99	Mild	Severe	Moderate	Mild	Severe	4270000	57130027	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4000
102	None	Mild	Mild	Mild	Mild	880000	75462037	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	3543
109	Mild	Moderate	Severe	Moderate	Mild	20000000	46091271	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2253
92	Mild	Mild	Mild	Mild	Mild	76000000	35134820	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2357
101	None	Mild	None	None	Mild	4500000		1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4000
142	None	None	None	Mild	Mild		26341736	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1313
107	Mild	Moderate	Moderate	Mild	Moderate	7000000		0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3191
129	Mild	Moderate	Moderate	Mild	Moderate	58000000	25928721	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3178
85	Mild	Moderate	Mild	Mild	Severe	8000000	48555306	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	4000
105	Mild	Mild	Mild	Mild	None	20000000	47817020	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2189
100	Mild	Mild	Mild	None	None	19000000	32686500	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2754
111	None	None	None	Mild	None	2500000		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4000
111	None	Moderate	Severe	Mild	Mild	24000000	65595485	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3475
120	Mild	Mild	Mild	Mild	Mild	27000000	25893810	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3180
104	None	None	None	None	Mild	3000000		0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
101	Mild	Severe	Moderate	Moderate	Severe	35000000	34618867	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4000
123	Severe	Mild	Mild	Moderate	Mild	12000000	56298474	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1682
93	Mild	Mild	None	None	Mild	62000000	53321673	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1980
131	None	None	None	Mild	Mild	22000000	25842377	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3191
107	Moderate	Moderate	Moderate	Mild	Moderate	40000000	25804707	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3359
127	Mild	Mild	Moderate	Mild	Moderate	19000000	25816139	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4000
108	Mild	None	Mild	Mild	None	26000000	34585416	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1677
83	None	Moderate	Mild	Mild	Moderate	3300000	38356892	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	4000
99	Moderate	Severe	Moderate	Mild	Severe	6000000	25795897	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3766
92	None	Mild	Mild	None	None	31000000	37553752	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2959
120	Mild	Mild	None	Moderate	Moderate		25524778	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
109	Mild	Mild	Mild	Mild	Mild	10000000	25754284	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
108	Moderate	Severe	Severe	Moderate	Severe	19000000	25837111	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2981
105	None	None	Mild	Mild	None	20000000	32054369	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2456
93	Moderate	Mild	Severe	Moderate	None	13000000	48065672	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3858
103	Mild	None	Moderate	Mild	No Rate		25682090	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3414
95	None	Mild	Mild	Mild	Mild	21150000	39438674	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3883
87	Moderate	Mild	Mild	Mild	None	22000000	33683200	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2520
98	Mild	Mild	Mild	Moderate	Severe	10000000	25627836	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4000
104	Moderate	Severe	Moderate	Mild	Moderate	7000000	25405445	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1983
83	Moderate	Mild	Moderate	Moderate	Mild	25000000	31439140	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4000
99	None	Mild	Mild	None	Mild	20000000	30715465	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4000
91	Mild	Moderate	Mild	Mild	Moderate	10000000	25839182	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
157	Mild	Mild	None	Mild	Mild			0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
126	None	Severe	Moderate	Mild	Severe	18000000	57470220	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	3936
89	Mild	Mild	Moderate	Mild	Mild	10000000	26488734	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3255
105	Mild	Mild	Moderate	Mild	Mild		29844101	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3310
82	None	Mild	None	None	Mild	14000000	25621297	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
126	Moderate	None	Severe	Mild	None	23000000	48517427	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1898
113	Mild	Moderate	Severe	Mild	Moderate	9000000	40047078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3277
131	Moderate	Moderate	Mild	Mild	Mild	57000000	62112895	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1609
101	Mild	Mild	Moderate	Mild	None	19000000	25537221	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
94	Mild	Mild	None	Mild	Mild		25534703	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3148
129	Mild	Mild	Moderate	Moderate	Mild	25100000	29560587	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2154
119	Mild	Moderate	Mild	Mild	Moderate	39000000	40445129	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1933
109	None	None	None	None	Mild	18000000	33766787	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	3309
95	Mild	Moderate	Severe	Mild	Moderate	15000000	26306533	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3869
88	Moderate	Moderate	Severe	Severe	Mild	40000000	34184504	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2883
105	None	Moderate	Moderate	Mild	Moderate	30000000	25480803	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4000
105	No Rate	No Rate	No Rate	No Rate	No Rate			0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
90	Mild	None	Mild	Mild	Mild		25479558	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
101	Mild	Moderate	Moderate	Mild	Moderate	50000000	25477365	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2279
105	Mild	Moderate	Moderate	Mild	Moderate	30000000	68357079	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2595
98	Mild	Moderate	Mild	None	Severe	10000000	47719794	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	4000
118	None	Moderate	Moderate	Mild	Moderate	50000000	60253843	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
108	Moderate	Moderate	Moderate	Moderate	Moderate	15000000	36896242	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2219
112	Mild	Moderate	Severe	Mild	Mild	11000000	25411386	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3342
92	None	Mild	None	None	None	2000000		0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4000
165	Mild	Mild	Moderate	Moderate	Mild	4000000	48137666	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4000
100	Mild	None	Moderate	Moderate	None	10000000	25605015	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4000
